,Unnamed: 0,token,is_abbreviation,special_symbols,letters_numbers_combination,vowels_consonants_combination,get_token_length,upper_letters_rate,upper_letters_inside,is_in_dictionary
0,0,РОЛЬ,0,0,1,3,4,1.0,1,1
1,1,ГЛЮКОЗЫ,0,0,1,3,7,1.0,1,1
2,2,И,0,0,1,3,1,1.0,0,1
3,3,ИНСУЛИНА,0,0,1,3,8,1.0,1,1
4,4,В,0,0,1,0,1,1.0,0,1
5,5,МЕТАБОЛИЧЕСКОЙ,0,0,1,3,14,1.0,1,1
6,6,РЕГУЛЯЦИИ,0,0,1,3,9,1.0,1,1
7,7,СЕКРЕЦИИ,0,0,1,3,8,1.0,1,1
8,8,ГОРМОНА,0,0,1,3,7,1.0,1,1
9,9,РОСТА,0,0,1,3,5,1.0,1,1
10,10,Точные,0,0,1,3,6,0.16666666666666666,0,1
11,11,физиологические,0,0,1,3,15,0.0,0,1
12,12,основы,0,0,1,3,6,0.0,0,1
13,13,подавления,0,0,1,3,10,0.0,0,1
14,14,секреции,0,0,1,3,8,0.0,0,1
15,15,гормона,0,0,1,3,7,0.0,0,1
16,16,роста,0,0,1,3,5,0.0,0,1
17,17,пероральным,0,0,1,3,11,0.0,0,0
18,18,приемом,0,0,1,3,7,0.0,0,0
19,19,глюкозы,0,0,1,3,7,0.0,0,1
20,20,сегодняшний,0,0,1,3,11,0.0,0,1
21,21,день,0,0,1,3,4,0.0,0,0
22,22,остаются,0,0,1,3,8,0.0,0,1
23,23,неизвестными,0,0,1,3,12,0.0,0,1
24,24,",",0,1,0,0,1,0.0,0,0
25,25,несмотря,0,0,1,3,8,0.0,0,1
26,26,широкое,0,0,1,3,7,0.0,0,0
27,27,применение,0,0,1,3,10,0.0,0,1
28,28,перорального,0,0,1,3,12,0.0,0,0
29,29,глюкозотолерантного,0,0,1,3,19,0.0,0,0
30,30,теста,0,0,1,3,5,0.0,0,1
31,31,эндокринологии,0,0,1,3,14,0.0,0,1
32,32,.,0,1,0,0,1,0.0,0,0
33,33,Отсутствие,0,0,1,3,10,0.1,0,1
34,34,подавления,0,0,1,3,10,0.0,0,1
35,35,гормона,0,0,1,3,7,0.0,0,1
36,36,роста,0,0,1,3,5,0.0,0,1
37,37,глюкозой,0,0,1,3,8,0.0,0,1
38,38,встречается,0,0,1,3,11,0.0,0,1
39,39,примерно,0,0,1,3,8,0.0,0,1
40,40,трети,0,0,1,3,5,0.0,0,1
41,41,пациентов,0,0,1,3,9,0.0,0,1
42,42,акромегалией,0,0,1,3,12,0.0,0,1
43,43,",",0,1,0,0,1,0.0,0,0
44,44,также,0,0,1,3,5,0.0,0,1
45,45,других,0,0,1,3,6,0.0,0,1
46,46,расстройствах,0,0,1,3,13,0.0,0,1
47,47,.,0,1,0,0,1,0.0,0,0
48,48,В,0,0,1,0,1,1.0,0,1
49,49,настоящее,0,0,1,3,9,0.0,0,1
50,50,время,0,0,1,3,5,0.0,0,1
51,51,известно,0,0,1,3,8,0.0,0,1
52,52,",",0,1,0,0,1,0.0,0,0
53,53,секрецию,0,0,1,3,8,0.0,0,1
54,54,гормона,0,0,1,3,7,0.0,0,1
55,55,роста,0,0,1,3,5,0.0,0,1
56,56,воздействуют,0,0,1,3,12,0.0,0,1
57,57,различные,0,0,1,3,9,0.0,0,1
58,58,факторы,0,0,1,3,7,0.0,0,1
59,59,",",0,1,0,0,1,0.0,0,0
60,60,такие,0,0,1,3,5,0.0,0,1
61,61,возраст,0,0,1,3,7,0.0,0,1
62,62,",",0,1,0,0,1,0.0,0,0
63,63,пол,0,0,1,3,3,0.0,0,1
64,64,",",0,1,0,0,1,0.0,0,0
65,65,индекс,0,0,1,3,6,0.0,0,1
66,66,массы,0,0,1,3,5,0.0,0,1
67,67,тела,0,0,1,3,4,0.0,0,1
68,68,перераспределение,0,0,1,3,17,0.0,0,1
69,69,жировой,0,0,1,3,7,0.0,0,1
70,70,ткани,0,0,1,3,5,0.0,0,1
71,71,.,0,1,0,0,1,0.0,0,0
72,72,Также,0,0,1,3,5,0.2,0,1
73,73,появляются,0,0,1,3,10,0.0,0,1
74,74,данные,0,0,1,3,6,0.0,0,1
75,75,влиянии,0,0,1,3,7,0.0,0,1
76,76,секрецию,0,0,1,3,8,0.0,0,1
77,77,гормона,0,0,1,3,7,0.0,0,1
78,78,роста,0,0,1,3,5,0.0,0,1
79,79,избыточной,0,0,1,3,10,0.0,0,1
80,80,массы,0,0,1,3,5,0.0,0,1
81,81,тела,0,0,1,3,4,0.0,0,1
82,82,",",0,1,0,0,1,0.0,0,0
83,83,переедания,0,0,1,3,10,0.0,0,1
84,84,.,0,1,0,0,1,0.0,0,0
85,85,Как,0,0,1,3,3,0.3333333333333333,0,1
86,86,известно,0,0,1,3,8,0.0,0,1
87,87,",",0,1,0,0,1,0.0,0,0
88,88,оба,0,0,1,3,3,0.0,0,1
89,89,этих,0,0,1,3,4,0.0,0,1
90,90,состояния,0,0,1,3,9,0.0,0,1
91,91,связаны,0,0,1,3,7,0.0,0,1
92,92,гиперинсулинемией,0,0,1,3,17,0.0,0,0
93,93,",",0,1,0,0,1,0.0,0,0
94,94,определяет,0,0,1,3,10,0.0,0,1
95,95,возможность,0,0,1,3,11,0.0,0,1
96,96,преимущественной,0,0,1,3,16,0.0,0,1
97,97,роли,0,0,1,3,4,0.0,0,1
98,98,подавлении,0,0,1,3,10,0.0,0,1
99,99,секреции,0,0,1,3,8,0.0,0,1
100,100,гормона,0,0,1,3,7,0.0,0,1
101,101,роста,0,0,1,3,5,0.0,0,1
102,102,.,0,1,0,0,1,0.0,0,0
103,103,Целью,0,0,1,3,5,0.2,0,1
104,104,данного,0,0,1,3,7,0.0,0,1
105,105,обзора,0,0,1,3,6,0.0,0,0
106,106,является,0,0,1,3,8,0.0,0,1
107,107,обсуждение,0,0,1,3,10,0.0,0,0
108,108,накопленных,0,0,1,3,11,0.0,0,1
109,109,данных,0,0,1,3,6,0.0,0,1
110,110,изолированном,0,0,1,3,13,0.0,0,1
111,111,влиянии,0,0,1,3,7,0.0,0,1
112,112,секрецию,0,0,1,3,8,0.0,0,1
113,113,гормона,0,0,1,3,7,0.0,0,1
114,114,роста,0,0,1,3,5,0.0,0,1
115,115,гипергликемии,0,0,1,3,13,0.0,0,0
116,116,гиперинсулинемии,0,0,1,3,16,0.0,0,0
117,117,",",0,1,0,0,1,0.0,0,0
118,118,также,0,0,1,3,5,0.0,0,1
119,119,других,0,0,1,3,6,0.0,0,1
120,120,метаболических,0,0,1,3,14,0.0,0,1
121,121,регуляторов,0,0,1,3,11,0.0,0,1
122,122,состояний,0,0,1,3,9,0.0,0,1
123,123,",",0,1,0,0,1,0.0,0,0
124,124,влияющих,0,0,1,3,8,0.0,0,1
125,125,сигналинг,0,0,1,3,9,0.0,0,0
126,126,.,0,1,0,0,1,0.0,0,0
127,127,Понимание,0,0,1,3,9,0.1111111111111111,0,1
128,128,патофизиологических,0,0,1,3,19,0.0,0,1
129,129,основ,0,0,1,3,5,0.0,0,1
130,130,(,0,1,0,0,1,0.0,0,0
131,131,ПО,1,0,1,3,2,1.0,1,1
132,132,),0,1,0,0,1,0.0,0,0
133,133,этих,0,0,1,3,4,0.0,0,1
134,134,механизмов,0,0,1,3,10,0.0,0,1
135,135,необходимо,0,0,1,3,10,0.0,0,1
136,136,дальнейших,0,0,1,3,10,0.0,0,1
137,137,исследований,0,0,1,3,12,0.0,0,1
138,138,роли,0,0,1,3,4,0.0,0,1
139,139,глюкозы,0,0,1,3,7,0.0,0,1
140,140,инсулина,0,0,1,3,8,0.0,0,1
141,141,метаболической,0,0,1,3,14,0.0,0,1
142,142,регуляции,0,0,1,3,9,0.0,0,1
143,143,секреции,0,0,1,3,8,0.0,0,1
144,144,гормона,0,0,1,3,7,0.0,0,1
145,145,роста,0,0,1,3,5,0.0,0,1
146,146,.,0,1,0,0,1,0.0,0,0
147,147,При,0,0,1,3,3,0.3333333333333333,0,1
148,148,важно,0,0,1,3,5,0.0,0,1
149,149,учитывать,0,0,1,3,9,0.0,0,0
150,150,",",0,1,0,0,1,0.0,0,0
151,151,исследования,0,0,1,3,12,0.0,0,1
152,152,животных,0,0,1,3,8,0.0,0,1
153,153,моделях,0,0,1,3,7,0.0,0,1
154,154,затруднены,0,0,1,3,10,0.0,0,1
155,155,межвидовыми,0,0,1,3,11,0.0,0,1
156,156,различиями,0,0,1,3,10,0.0,0,1
157,157,ответе,0,0,1,3,6,0.0,0,1
158,158,гормона,0,0,1,3,7,0.0,0,1
159,159,роста,0,0,1,3,5,0.0,0,1
160,160,нагрузку,0,0,1,3,8,0.0,0,1
161,161,глюкозой,0,0,1,3,8,0.0,0,1
162,162,",",0,1,0,0,1,0.0,0,0
163,163,единственной,0,0,1,3,12,0.0,0,1
164,164,возможной,0,0,1,3,9,0.0,0,1
165,165,доступной,0,0,1,3,9,0.0,0,1
166,166,моделью,0,0,1,3,7,0.0,0,1
