,Unnamed: 0,token,is_abbreviation,special_symbols,letters_numbers_combination,vowels_consonants_combination,get_token_length,upper_letters_rate,upper_letters_inside,is_in_dictionary
0,0,РОЛЬ,0,0,1,3,4,1.0,1,1
1,1,ГЛЮКОЗЫ,0,0,1,3,7,1.0,1,1
2,2,И,0,0,1,3,1,1.0,0,1
3,3,ИНСУЛИНА,0,0,1,3,8,1.0,1,1
4,4,В,0,0,1,0,1,1.0,0,1
5,5,МЕТАБОЛИЧЕСКОЙ,0,0,1,3,14,1.0,1,1
6,6,РЕГУЛЯЦИИ,0,0,1,3,9,1.0,1,1
7,7,СЕКРЕЦИИ,0,0,1,3,8,1.0,1,1
8,8,ГОРМОНА,0,0,1,3,7,1.0,1,1
9,9,РОСТА,0,0,1,3,5,1.0,1,1
10,10,Точные,0,0,1,3,6,0.16666666666666666,0,1
11,11,физиологические,0,0,1,3,15,0.0,0,1
12,12,основы,0,0,1,3,6,0.0,0,1
13,13,подавления,0,0,1,3,10,0.0,0,1
14,14,секреции,0,0,1,3,8,0.0,0,1
15,15,гормона,0,0,1,3,7,0.0,0,1
16,16,роста,0,0,1,3,5,0.0,0,1
17,17,пероральным,0,0,1,3,11,0.0,0,0
18,18,приемом,0,0,1,3,7,0.0,0,0
19,19,глюкозы,0,0,1,3,7,0.0,0,1
20,20,на,0,0,1,3,2,0.0,0,1
21,21,сегодняшний,0,0,1,3,11,0.0,0,1
22,22,день,0,0,1,3,4,0.0,0,0
23,23,остаются,0,0,1,3,8,0.0,0,1
24,24,неизвестными,0,0,1,3,12,0.0,0,1
25,25,",",0,1,0,0,1,0.0,0,0
26,26,несмотря,0,0,1,3,8,0.0,0,1
27,27,на,0,0,1,3,2,0.0,0,1
28,28,широкое,0,0,1,3,7,0.0,0,0
29,29,применение,0,0,1,3,10,0.0,0,1
30,30,перорального,0,0,1,3,12,0.0,0,0
31,31,глюкозотолерантного,0,0,1,3,19,0.0,0,0
32,32,теста,0,0,1,3,5,0.0,0,1
33,33,в,0,0,1,0,1,0.0,0,1
34,34,эндокринологии,0,0,1,3,14,0.0,0,1
35,35,.,0,1,0,0,1,0.0,0,0
36,36,Отсутствие,0,0,1,3,10,0.1,0,1
37,37,подавления,0,0,1,3,10,0.0,0,1
38,38,гормона,0,0,1,3,7,0.0,0,1
39,39,роста,0,0,1,3,5,0.0,0,1
40,40,глюкозой,0,0,1,3,8,0.0,0,1
41,41,встречается,0,0,1,3,11,0.0,0,1
42,42,примерно,0,0,1,3,8,0.0,0,1
43,43,у,0,0,1,3,1,0.0,0,1
44,44,трети,0,0,1,3,5,0.0,0,1
45,45,пациентов,0,0,1,3,9,0.0,0,1
46,46,с,0,0,1,0,1,0.0,0,1
47,47,акромегалией,0,0,1,3,12,0.0,0,1
48,48,",",0,1,0,0,1,0.0,0,0
49,49,а,0,0,1,3,1,0.0,0,1
50,50,также,0,0,1,3,5,0.0,0,1
51,51,при,0,0,1,3,3,0.0,0,1
52,52,других,0,0,1,3,6,0.0,0,1
53,53,расстройствах,0,0,1,3,13,0.0,0,1
54,54,.,0,1,0,0,1,0.0,0,0
55,55,В,0,0,1,0,1,1.0,0,1
56,56,настоящее,0,0,1,3,9,0.0,0,1
57,57,время,0,0,1,3,5,0.0,0,1
58,58,известно,0,0,1,3,8,0.0,0,1
59,59,",",0,1,0,0,1,0.0,0,0
60,60,что,0,0,1,3,3,0.0,0,1
61,61,на,0,0,1,3,2,0.0,0,1
62,62,секрецию,0,0,1,3,8,0.0,0,1
63,63,гормона,0,0,1,3,7,0.0,0,1
64,64,роста,0,0,1,3,5,0.0,0,1
65,65,воздействуют,0,0,1,3,12,0.0,0,1
66,66,различные,0,0,1,3,9,0.0,0,1
67,67,факторы,0,0,1,3,7,0.0,0,1
68,68,",",0,1,0,0,1,0.0,0,0
69,69,такие,0,0,1,3,5,0.0,0,1
70,70,как,0,0,1,3,3,0.0,0,1
71,71,возраст,0,0,1,3,7,0.0,0,1
72,72,",",0,1,0,0,1,0.0,0,0
73,73,пол,0,0,1,3,3,0.0,0,1
74,74,",",0,1,0,0,1,0.0,0,0
75,75,индекс,0,0,1,3,6,0.0,0,1
76,76,массы,0,0,1,3,5,0.0,0,1
77,77,тела,0,0,1,3,4,0.0,0,1
78,78,и,0,0,1,3,1,0.0,0,1
79,79,перераспределение,0,0,1,3,17,0.0,0,1
80,80,жировой,0,0,1,3,7,0.0,0,1
81,81,ткани,0,0,1,3,5,0.0,0,1
82,82,.,0,1,0,0,1,0.0,0,0
83,83,Также,0,0,1,3,5,0.2,0,1
84,84,появляются,0,0,1,3,10,0.0,0,1
85,85,данные,0,0,1,3,6,0.0,0,1
86,86,о,0,0,1,3,1,0.0,0,1
87,87,влиянии,0,0,1,3,7,0.0,0,1
88,88,на,0,0,1,3,2,0.0,0,1
89,89,секрецию,0,0,1,3,8,0.0,0,1
90,90,гормона,0,0,1,3,7,0.0,0,1
91,91,роста,0,0,1,3,5,0.0,0,1
92,92,не,0,0,1,3,2,0.0,0,1
93,93,только,0,0,1,3,6,0.0,0,1
94,94,избыточной,0,0,1,3,10,0.0,0,1
95,95,массы,0,0,1,3,5,0.0,0,1
96,96,тела,0,0,1,3,4,0.0,0,1
97,97,",",0,1,0,0,1,0.0,0,0
98,98,но,0,0,1,3,2,0.0,0,1
99,99,и,0,0,1,3,1,0.0,0,1
100,100,переедания,0,0,1,3,10,0.0,0,1
101,101,.,0,1,0,0,1,0.0,0,0
102,102,Как,0,0,1,3,3,0.3333333333333333,0,1
103,103,известно,0,0,1,3,8,0.0,0,1
104,104,",",0,1,0,0,1,0.0,0,0
105,105,оба,0,0,1,3,3,0.0,0,1
106,106,этих,0,0,1,3,4,0.0,0,1
107,107,состояния,0,0,1,3,9,0.0,0,1
108,108,связаны,0,0,1,3,7,0.0,0,1
109,109,с,0,0,1,0,1,0.0,0,1
110,110,гиперинсулинемией,0,0,1,3,17,0.0,0,0
111,111,",",0,1,0,0,1,0.0,0,0
112,112,что,0,0,1,3,3,0.0,0,1
113,113,определяет,0,0,1,3,10,0.0,0,1
114,114,возможность,0,0,1,3,11,0.0,0,1
115,115,ее,0,0,1,3,2,0.0,0,1
116,116,преимущественной,0,0,1,3,16,0.0,0,1
117,117,роли,0,0,1,3,4,0.0,0,1
118,118,в,0,0,1,0,1,0.0,0,1
119,119,подавлении,0,0,1,3,10,0.0,0,1
120,120,секреции,0,0,1,3,8,0.0,0,1
121,121,гормона,0,0,1,3,7,0.0,0,1
122,122,роста,0,0,1,3,5,0.0,0,1
123,123,.,0,1,0,0,1,0.0,0,0
124,124,Целью,0,0,1,3,5,0.2,0,1
125,125,данного,0,0,1,3,7,0.0,0,1
126,126,обзора,0,0,1,3,6,0.0,0,0
127,127,является,0,0,1,3,8,0.0,0,1
128,128,обсуждение,0,0,1,3,10,0.0,0,0
129,129,накопленных,0,0,1,3,11,0.0,0,1
130,130,данных,0,0,1,3,6,0.0,0,1
131,131,об,0,0,1,3,2,0.0,0,1
132,132,изолированном,0,0,1,3,13,0.0,0,1
133,133,влиянии,0,0,1,3,7,0.0,0,1
134,134,на,0,0,1,3,2,0.0,0,1
135,135,секрецию,0,0,1,3,8,0.0,0,1
136,136,гормона,0,0,1,3,7,0.0,0,1
137,137,роста,0,0,1,3,5,0.0,0,1
138,138,гипергликемии,0,0,1,3,13,0.0,0,0
139,139,и,0,0,1,3,1,0.0,0,1
140,140,гиперинсулинемии,0,0,1,3,16,0.0,0,0
141,141,",",0,1,0,0,1,0.0,0,0
142,142,а,0,0,1,3,1,0.0,0,1
143,143,также,0,0,1,3,5,0.0,0,1
144,144,других,0,0,1,3,6,0.0,0,1
145,145,метаболических,0,0,1,3,14,0.0,0,1
146,146,регуляторов,0,0,1,3,11,0.0,0,1
147,147,и,0,0,1,3,1,0.0,0,1
148,148,состояний,0,0,1,3,9,0.0,0,1
149,149,",",0,1,0,0,1,0.0,0,0
150,150,влияющих,0,0,1,3,8,0.0,0,1
151,151,на,0,0,1,3,2,0.0,0,1
152,152,его,0,0,1,3,3,0.0,0,1
153,153,сигналинг,0,0,1,3,9,0.0,0,0
154,154,.,0,1,0,0,1,0.0,0,0
155,155,Понимание,0,0,1,3,9,0.1111111111111111,0,1
156,156,патофизиологических,0,0,1,3,19,0.0,0,1
157,157,основ,0,0,1,3,5,0.0,0,1
158,158,(,0,1,0,0,1,0.0,0,0
159,159,ПО,1,0,1,3,2,1.0,1,1
160,160,),0,1,0,0,1,0.0,0,0
161,161,этих,0,0,1,3,4,0.0,0,1
162,162,механизмов,0,0,1,3,10,0.0,0,1
163,163,необходимо,0,0,1,3,10,0.0,0,1
164,164,для,0,0,1,3,3,0.0,0,1
165,165,дальнейших,0,0,1,3,10,0.0,0,1
166,166,исследований,0,0,1,3,12,0.0,0,1
167,167,роли,0,0,1,3,4,0.0,0,1
168,168,глюкозы,0,0,1,3,7,0.0,0,1
169,169,и,0,0,1,3,1,0.0,0,1
